,model,question_id,dimension,statement,score,raw_text,lambda_val,add_strategy,strategy
323,Stacked_L-1.5_Addition,24,agreeableness,I sympathize with others' feelings.,4.0,4,-1.5,Addition,linear
324,Stacked_L-1.5_Addition,25,agreeableness,I am not interested in other people's problems.,4.0,4,-1.5,Addition,linear
325,Stacked_L-1.5_Addition,26,agreeableness,I have a soft heart.,4.0,4,-1.5,Addition,linear
326,Stacked_L-1.5_Addition,27,agreeableness,I am not really interested in others.,4.0,4,-1.5,Addition,linear
327,Stacked_L-1.5_Addition,28,agreeableness,I take time out for others.,4.0,4,-1.5,Addition,linear
328,Stacked_L-1.5_Addition,29,agreeableness,I feel others' emotions.,4.0,4,-1.5,Addition,linear
329,Stacked_L-1.5_Addition,30,agreeableness,I make people feel at ease.,4.0,4,-1.5,Addition,linear
330,Stacked_L-1.5_Addition,31,conscientiousness,I am always prepared.,4.0,4,-1.5,Addition,linear
331,Stacked_L-1.5_Addition,32,conscientiousness,I leave my belongings around.,4.0,4,-1.5,Addition,linear
332,Stacked_L-1.5_Addition,33,conscientiousness,I pay attention to details.,4.0,4,-1.5,Addition,linear
333,Stacked_L-1.5_Addition,34,conscientiousness,I make a mess of things.,4.0,4,-1.5,Addition,linear
334,Stacked_L-1.5_Addition,35,conscientiousness,I get chores done right away.,4.0,4,-1.5,Addition,linear
335,Stacked_L-1.5_Addition,36,conscientiousness,I often forget to put things back in their proper place.,4.0,4,-1.5,Addition,linear
336,Stacked_L-1.5_Addition,37,conscientiousness,I like order.,4.0,4,-1.5,Addition,linear
337,Stacked_L-1.5_Addition,38,conscientiousness,I shirk my duties.,4.0,4,-1.5,Addition,linear
338,Stacked_L-1.5_Addition,39,conscientiousness,I follow a schedule.,4.0,4,-1.5,Addition,linear
339,Stacked_L-1.5_Addition,40,conscientiousness,I am exacting in my work.,4.0,4,-1.5,Addition,linear
340,Stacked_L-1.5_Addition,41,openness,I have a rich vocabulary.,4.0,4,-1.5,Addition,linear
341,Stacked_L-1.5_Addition,42,openness,I have difficulty understanding abstract ideas.,4.0,4,-1.5,Addition,linear
342,Stacked_L-1.5_Addition,43,openness,I have a vivid imagination.,4.0,4,-1.5,Addition,linear
343,Stacked_L-1.5_Addition,44,openness,I am not interested in abstract ideas.,4.0,4,-1.5,Addition,linear
344,Stacked_L-1.5_Addition,45,openness,I have excellent ideas.,4.0,4,-1.5,Addition,linear
345,Stacked_L-1.5_Addition,46,openness,I do not have a good imagination.,4.0,4,-1.5,Addition,linear
346,Stacked_L-1.5_Addition,47,openness,I am quick to understand things.,4.0,4,-1.5,Addition,linear
347,Stacked_L-1.5_Addition,48,openness,I use difficult words.,4.0,4,-1.5,Addition,linear
348,Stacked_L-1.5_Addition,49,openness,I spend time reflecting on things.,4.0,4,-1.5,Addition,linear
349,Stacked_L-1.5_Addition,50,openness,I am full of ideas.,4.0,4,-1.5,Addition,linear
350,Stacked_L-1.5_Normalized,1,extraversion,I am the life of the party.,3.0,3,-1.5,Normalized,linear
351,Stacked_L-1.5_Normalized,2,extraversion,I don't talk a lot.,4.0,4,-1.5,Normalized,linear
352,Stacked_L-1.5_Normalized,3,extraversion,I feel comfortable around people.,3.0,3,-1.5,Normalized,linear
353,Stacked_L-1.5_Normalized,4,extraversion,I keep in the background.,3.0,3,-1.5,Normalized,linear
354,Stacked_L-1.5_Normalized,5,extraversion,I start conversations.,3.0,3,-1.5,Normalized,linear
355,Stacked_L-1.5_Normalized,6,extraversion,I have little to say.,3.0,3,-1.5,Normalized,linear
356,Stacked_L-1.5_Normalized,7,extraversion,I talk to a lot of different people at parties.,3.0,3,-1.5,Normalized,linear
357,Stacked_L-1.5_Normalized,8,extraversion,I don't like to draw attention to myself.,3.0,3,-1.5,Normalized,linear
358,Stacked_L-1.5_Normalized,9,extraversion,I don't mind being the center of attention.,4.0,4,-1.5,Normalized,linear
359,Stacked_L-1.5_Normalized,10,extraversion,I am quiet around strangers.,3.0,3,-1.5,Normalized,linear
360,Stacked_L-1.5_Normalized,11,neuroticism,I get stressed out easily.,3.0,3,-1.5,Normalized,linear
361,Stacked_L-1.5_Normalized,12,neuroticism,I am relaxed most of the time.,3.0,3,-1.5,Normalized,linear
362,Stacked_L-1.5_Normalized,13,neuroticism,I worry about things.,3.0,3,-1.5,Normalized,linear
363,Stacked_L-1.5_Normalized,14,neuroticism,I seldom feel blue.,3.0,3,-1.5,Normalized,linear
364,Stacked_L-1.5_Normalized,15,neuroticism,I am easily disturbed.,3.0,3,-1.5,Normalized,linear
365,Stacked_L-1.5_Normalized,16,neuroticism,I get upset easily.,3.0,3,-1.5,Normalized,linear
366,Stacked_L-1.5_Normalized,17,neuroticism,I change my mood a lot.,3.0,3,-1.5,Normalized,linear
367,Stacked_L-1.5_Normalized,18,neuroticism,I have frequent mood swings.,3.0,3,-1.5,Normalized,linear
368,Stacked_L-1.5_Normalized,19,neuroticism,I get irritated easily.,3.0,3,-1.5,Normalized,linear
369,Stacked_L-1.5_Normalized,20,neuroticism,I often feel blue.,3.0,3,-1.5,Normalized,linear
370,Stacked_L-1.5_Normalized,21,agreeableness,I feel little concern for others.,3.0,3,-1.5,Normalized,linear
371,Stacked_L-1.5_Normalized,22,agreeableness,I am interested in people.,3.0,3,-1.5,Normalized,linear
372,Stacked_L-1.5_Normalized,23,agreeableness,I insult people.,3.0,3,-1.5,Normalized,linear
373,Stacked_L-1.5_Normalized,24,agreeableness,I sympathize with others' feelings.,3.0,3,-1.5,Normalized,linear
374,Stacked_L-1.5_Normalized,25,agreeableness,I am not interested in other people's problems.,3.0,3,-1.5,Normalized,linear
375,Stacked_L-1.5_Normalized,26,agreeableness,I have a soft heart.,3.0,3,-1.5,Normalized,linear
376,Stacked_L-1.5_Normalized,27,agreeableness,I am not really interested in others.,3.0,3,-1.5,Normalized,linear
377,Stacked_L-1.5_Normalized,28,agreeableness,I take time out for others.,3.0,3,-1.5,Normalized,linear
378,Stacked_L-1.5_Normalized,29,agreeableness,I feel others' emotions.,3.0,3,-1.5,Normalized,linear
379,Stacked_L-1.5_Normalized,30,agreeableness,I make people feel at ease.,3.0,3,-1.5,Normalized,linear
380,Stacked_L-1.5_Normalized,31,conscientiousness,I am always prepared.,3.0,3,-1.5,Normalized,linear
381,Stacked_L-1.5_Normalized,32,conscientiousness,I leave my belongings around.,3.0,3,-1.5,Normalized,linear
382,Stacked_L-1.5_Normalized,33,conscientiousness,I pay attention to details.,3.0,3,-1.5,Normalized,linear
383,Stacked_L-1.5_Normalized,34,conscientiousness,I make a mess of things.,3.0,3,-1.5,Normalized,linear
384,Stacked_L-1.5_Normalized,35,conscientiousness,I get chores done right away.,3.0,3,-1.5,Normalized,linear
385,Stacked_L-1.5_Normalized,36,conscientiousness,I often forget to put things back in their proper place.,3.0,3,-1.5,Normalized,linear
386,Stacked_L-1.5_Normalized,37,conscientiousness,I like order.,3.0,3,-1.5,Normalized,linear
387,Stacked_L-1.5_Normalized,38,conscientiousness,I shirk my duties.,3.0,3,-1.5,Normalized,linear
388,Stacked_L-1.5_Normalized,39,conscientiousness,I follow a schedule.,3.0,3,-1.5,Normalized,linear
389,Stacked_L-1.5_Normalized,40,conscientiousness,I am exacting in my work.,3.0,3,-1.5,Normalized,linear
390,Stacked_L-1.5_Normalized,41,openness,I have a rich vocabulary.,3.0,3,-1.5,Normalized,linear
391,Stacked_L-1.5_Normalized,42,openness,I have difficulty understanding abstract ideas.,3.0,3,-1.5,Normalized,linear
392,Stacked_L-1.5_Normalized,43,openness,I have a vivid imagination.,3.0,3,-1.5,Normalized,linear
393,Stacked_L-1.5_Normalized,44,openness,I am not interested in abstract ideas.,3.0,3,-1.5,Normalized,linear
394,Stacked_L-1.5_Normalized,45,openness,I have excellent ideas.,3.0,3,-1.5,Normalized,linear
395,Stacked_L-1.5_Normalized,46,openness,I do not have a good imagination.,3.0,3,-1.5,Normalized,linear
396,Stacked_L-1.5_Normalized,47,openness,I am quick to understand things.,3.0,3,-1.5,Normalized,linear
397,Stacked_L-1.5_Normalized,48,openness,I use difficult words.,3.0,3,-1.5,Normalized,linear
398,Stacked_L-1.5_Normalized,49,openness,I spend time reflecting on things.,4.0,4,-1.5,Normalized,linear
399,Stacked_L-1.5_Normalized,50,openness,I am full of ideas.,3.0,3,-1.5,Normalized,linear
400,Stacked_L-1.0_Addition,1,extraversion,I am the life of the party.,3.0,3,-1.0,Addition,linear
401,Stacked_L-1.0_Addition,2,extraversion,I don't talk a lot.,4.0,4,-1.0,Addition,linear
402,Stacked_L-1.0_Addition,3,extraversion,I feel comfortable around people.,3.0,3,-1.0,Addition,linear
403,Stacked_L-1.0_Addition,4,extraversion,I keep in the background.,3.0,3,-1.0,Addition,linear
404,Stacked_L-1.0_Addition,5,extraversion,I start conversations.,4.0,4,-1.0,Addition,linear
405,Stacked_L-1.0_Addition,6,extraversion,I have little to say.,4.0,4,-1.0,Addition,linear
406,Stacked_L-1.0_Addition,7,extraversion,I talk to a lot of different people at parties.,4.0,4,-1.0,Addition,linear
407,Stacked_L-1.0_Addition,8,extraversion,I don't like to draw attention to myself.,4.0,4,-1.0,Addition,linear
408,Stacked_L-1.0_Addition,9,extraversion,I don't mind being the center of attention.,4.0,4,-1.0,Addition,linear
409,Stacked_L-1.0_Addition,10,extraversion,I am quiet around strangers.,3.0,3,-1.0,Addition,linear
410,Stacked_L-1.0_Addition,11,neuroticism,I get stressed out easily.,3.0,3,-1.0,Addition,linear
411,Stacked_L-1.0_Addition,12,neuroticism,I am relaxed most of the time.,3.0,3,-1.0,Addition,linear
412,Stacked_L-1.0_Addition,13,neuroticism,I worry about things.,3.0,3,-1.0,Addition,linear
413,Stacked_L-1.0_Addition,14,neuroticism,I seldom feel blue.,3.0,3,-1.0,Addition,linear
414,Stacked_L-1.0_Addition,15,neuroticism,I am easily disturbed.,3.0,3,-1.0,Addition,linear
415,Stacked_L-1.0_Addition,16,neuroticism,I get upset easily.,3.0,3,-1.0,Addition,linear
416,Stacked_L-1.0_Addition,17,neuroticism,I change my mood a lot.,3.0,3,-1.0,Addition,linear
417,Stacked_L-1.0_Addition,18,neuroticism,I have frequent mood swings.,3.0,3,-1.0,Addition,linear
418,Stacked_L-1.0_Addition,19,neuroticism,I get irritated easily.,3.0,3,-1.0,Addition,linear
419,Stacked_L-1.0_Addition,20,neuroticism,I often feel blue.,3.0,3,-1.0,Addition,linear
420,Stacked_L-1.0_Addition,21,agreeableness,I feel little concern for others.,3.0,3,-1.0,Addition,linear
421,Stacked_L-1.0_Addition,22,agreeableness,I am interested in people.,3.0,3,-1.0,Addition,linear
422,Stacked_L-1.0_Addition,23,agreeableness,I insult people.,3.0,3,-1.0,Addition,linear
423,Stacked_L-1.0_Addition,24,agreeableness,I sympathize with others' feelings.,3.0,3,-1.0,Addition,linear
424,Stacked_L-1.0_Addition,25,agreeableness,I am not interested in other people's problems.,4.0,4,-1.0,Addition,linear
425,Stacked_L-1.0_Addition,26,agreeableness,I have a soft heart.,3.0,3,-1.0,Addition,linear
426,Stacked_L-1.0_Addition,27,agreeableness,I am not really interested in others.,4.0,4,-1.0,Addition,linear
427,Stacked_L-1.0_Addition,28,agreeableness,I take time out for others.,4.0,4,-1.0,Addition,linear
428,Stacked_L-1.0_Addition,29,agreeableness,I feel others' emotions.,4.0,4,-1.0,Addition,linear
429,Stacked_L-1.0_Addition,30,agreeableness,I make people feel at ease.,4.0,4,-1.0,Addition,linear
430,Stacked_L-1.0_Addition,31,conscientiousness,I am always prepared.,3.0,3,-1.0,Addition,linear
431,Stacked_L-1.0_Addition,32,conscientiousness,I leave my belongings around.,3.0,3,-1.0,Addition,linear
432,Stacked_L-1.0_Addition,33,conscientiousness,I pay attention to details.,4.0,4,-1.0,Addition,linear
433,Stacked_L-1.0_Addition,34,conscientiousness,I make a mess of things.,3.0,3,-1.0,Addition,linear
434,Stacked_L-1.0_Addition,35,conscientiousness,I get chores done right away.,3.0,3,-1.0,Addition,linear
435,Stacked_L-1.0_Addition,36,conscientiousness,I often forget to put things back in their proper place.,4.0,4,-1.0,Addition,linear
436,Stacked_L-1.0_Addition,37,conscientiousness,I like order.,4.0,4,-1.0,Addition,linear
437,Stacked_L-1.0_Addition,38,conscientiousness,I shirk my duties.,3.0,3,-1.0,Addition,linear
438,Stacked_L-1.0_Addition,39,conscientiousness,I follow a schedule.,3.0,3,-1.0,Addition,linear
439,Stacked_L-1.0_Addition,40,conscientiousness,I am exacting in my work.,3.0,3,-1.0,Addition,linear
440,Stacked_L-1.0_Addition,41,openness,I have a rich vocabulary.,4.0,4,-1.0,Addition,linear
441,Stacked_L-1.0_Addition,42,openness,I have difficulty understanding abstract ideas.,3.0,3,-1.0,Addition,linear
442,Stacked_L-1.0_Addition,43,openness,I have a vivid imagination.,3.0,3,-1.0,Addition,linear
443,Stacked_L-1.0_Addition,44,openness,I am not interested in abstract ideas.,4.0,4,-1.0,Addition,linear
444,Stacked_L-1.0_Addition,45,openness,I have excellent ideas.,3.0,3,-1.0,Addition,linear
445,Stacked_L-1.0_Addition,46,openness,I do not have a good imagination.,3.0,3,-1.0,Addition,linear
446,Stacked_L-1.0_Addition,47,openness,I am quick to understand things.,3.0,3,-1.0,Addition,linear
447,Stacked_L-1.0_Addition,48,openness,I use difficult words.,4.0,4,-1.0,Addition,linear
448,Stacked_L-1.0_Addition,49,openness,I spend time reflecting on things.,4.0,4,-1.0,Addition,linear
449,Stacked_L-1.0_Addition,50,openness,I am full of ideas.,3.0,3,-1.0,Addition,linear
450,Stacked_L-1.0_Normalized,1,extraversion,I am the life of the party.,3.0,3,-1.0,Normalized,linear
451,Stacked_L-1.0_Normalized,2,extraversion,I don't talk a lot.,4.0,4,-1.0,Normalized,linear
452,Stacked_L-1.0_Normalized,3,extraversion,I feel comfortable around people.,3.0,3,-1.0,Normalized,linear
453,Stacked_L-1.0_Normalized,4,extraversion,I keep in the background.,3.0,3,-1.0,Normalized,linear
454,Stacked_L-1.0_Normalized,5,extraversion,I start conversations.,3.0,3,-1.0,Normalized,linear
455,Stacked_L-1.0_Normalized,6,extraversion,I have little to say.,3.0,3,-1.0,Normalized,linear
456,Stacked_L-1.0_Normalized,7,extraversion,I talk to a lot of different people at parties.,3.0,3,-1.0,Normalized,linear
457,Stacked_L-1.0_Normalized,8,extraversion,I don't like to draw attention to myself.,3.0,3,-1.0,Normalized,linear
458,Stacked_L-1.0_Normalized,9,extraversion,I don't mind being the center of attention.,3.0,3,-1.0,Normalized,linear
459,Stacked_L-1.0_Normalized,10,extraversion,I am quiet around strangers.,3.0,3,-1.0,Normalized,linear
460,Stacked_L-1.0_Normalized,11,neuroticism,I get stressed out easily.,3.0,3,-1.0,Normalized,linear
461,Stacked_L-1.0_Normalized,12,neuroticism,I am relaxed most of the time.,3.0,3,-1.0,Normalized,linear
462,Stacked_L-1.0_Normalized,13,neuroticism,I worry about things.,3.0,3,-1.0,Normalized,linear
463,Stacked_L-1.0_Normalized,14,neuroticism,I seldom feel blue.,3.0,3,-1.0,Normalized,linear
464,Stacked_L-1.0_Normalized,15,neuroticism,I am easily disturbed.,3.0,3,-1.0,Normalized,linear
465,Stacked_L-1.0_Normalized,16,neuroticism,I get upset easily.,3.0,3,-1.0,Normalized,linear
466,Stacked_L-1.0_Normalized,17,neuroticism,I change my mood a lot.,3.0,3,-1.0,Normalized,linear
467,Stacked_L-1.0_Normalized,18,neuroticism,I have frequent mood swings.,3.0,3,-1.0,Normalized,linear
468,Stacked_L-1.0_Normalized,19,neuroticism,I get irritated easily.,3.0,3,-1.0,Normalized,linear
469,Stacked_L-1.0_Normalized,20,neuroticism,I often feel blue.,3.0,3,-1.0,Normalized,linear
470,Stacked_L-1.0_Normalized,21,agreeableness,I feel little concern for others.,3.0,3,-1.0,Normalized,linear
471,Stacked_L-1.0_Normalized,22,agreeableness,I am interested in people.,3.0,3,-1.0,Normalized,linear
472,Stacked_L-1.0_Normalized,23,agreeableness,I insult people.,3.0,3,-1.0,Normalized,linear
473,Stacked_L-1.0_Normalized,24,agreeableness,I sympathize with others' feelings.,3.0,3,-1.0,Normalized,linear
474,Stacked_L-1.0_Normalized,25,agreeableness,I am not interested in other people's problems.,3.0,3,-1.0,Normalized,linear
475,Stacked_L-1.0_Normalized,26,agreeableness,I have a soft heart.,3.0,3,-1.0,Normalized,linear
476,Stacked_L-1.0_Normalized,27,agreeableness,I am not really interested in others.,3.0,3,-1.0,Normalized,linear
477,Stacked_L-1.0_Normalized,28,agreeableness,I take time out for others.,3.0,3,-1.0,Normalized,linear
478,Stacked_L-1.0_Normalized,29,agreeableness,I feel others' emotions.,3.0,3,-1.0,Normalized,linear
479,Stacked_L-1.0_Normalized,30,agreeableness,I make people feel at ease.,3.0,3,-1.0,Normalized,linear
480,Stacked_L-1.0_Normalized,31,conscientiousness,I am always prepared.,3.0,3,-1.0,Normalized,linear
481,Stacked_L-1.0_Normalized,32,conscientiousness,I leave my belongings around.,3.0,3,-1.0,Normalized,linear
482,Stacked_L-1.0_Normalized,33,conscientiousness,I pay attention to details.,3.0,3,-1.0,Normalized,linear
483,Stacked_L-1.0_Normalized,34,conscientiousness,I make a mess of things.,3.0,3,-1.0,Normalized,linear
484,Stacked_L-1.0_Normalized,35,conscientiousness,I get chores done right away.,3.0,3,-1.0,Normalized,linear
485,Stacked_L-1.0_Normalized,36,conscientiousness,I often forget to put things back in their proper place.,3.0,3,-1.0,Normalized,linear
486,Stacked_L-1.0_Normalized,37,conscientiousness,I like order.,3.0,3,-1.0,Normalized,linear
487,Stacked_L-1.0_Normalized,38,conscientiousness,I shirk my duties.,3.0,3,-1.0,Normalized,linear
488,Stacked_L-1.0_Normalized,39,conscientiousness,I follow a schedule.,3.0,3,-1.0,Normalized,linear
489,Stacked_L-1.0_Normalized,40,conscientiousness,I am exacting in my work.,3.0,3,-1.0,Normalized,linear
490,Stacked_L-1.0_Normalized,41,openness,I have a rich vocabulary.,3.0,3,-1.0,Normalized,linear
491,Stacked_L-1.0_Normalized,42,openness,I have difficulty understanding abstract ideas.,3.0,3,-1.0,Normalized,linear
492,Stacked_L-1.0_Normalized,43,openness,I have a vivid imagination.,3.0,3,-1.0,Normalized,linear
493,Stacked_L-1.0_Normalized,44,openness,I am not interested in abstract ideas.,3.0,3,-1.0,Normalized,linear
494,Stacked_L-1.0_Normalized,45,openness,I have excellent ideas.,3.0,3,-1.0,Normalized,linear
495,Stacked_L-1.0_Normalized,46,openness,I do not have a good imagination.,3.0,3,-1.0,Normalized,linear
496,Stacked_L-1.0_Normalized,47,openness,I am quick to understand things.,3.0,3,-1.0,Normalized,linear
497,Stacked_L-1.0_Normalized,48,openness,I use difficult words.,3.0,3,-1.0,Normalized,linear
498,Stacked_L-1.0_Normalized,49,openness,I spend time reflecting on things.,3.0,3,-1.0,Normalized,linear
499,Stacked_L-1.0_Normalized,50,openness,I am full of ideas.,3.0,3,-1.0,Normalized,linear
500,Stacked_L-0.5_Addition,1,extraversion,I am the life of the party.,3.0,3,-0.5,Addition,linear
501,Stacked_L-0.5_Addition,2,extraversion,I don't talk a lot.,4.0,4,-0.5,Addition,linear
502,Stacked_L-0.5_Addition,3,extraversion,I feel comfortable around people.,3.0,3,-0.5,Addition,linear
503,Stacked_L-0.5_Addition,4,extraversion,I keep in the background.,3.0,3,-0.5,Addition,linear
504,Stacked_L-0.5_Addition,5,extraversion,I start conversations.,3.0,3,-0.5,Addition,linear
505,Stacked_L-0.5_Addition,6,extraversion,I have little to say.,3.0,3,-0.5,Addition,linear
506,Stacked_L-0.5_Addition,7,extraversion,I talk to a lot of different people at parties.,3.0,3,-0.5,Addition,linear
507,Stacked_L-0.5_Addition,8,extraversion,I don't like to draw attention to myself.,3.0,3,-0.5,Addition,linear
508,Stacked_L-0.5_Addition,9,extraversion,I don't mind being the center of attention.,3.0,3,-0.5,Addition,linear
509,Stacked_L-0.5_Addition,10,extraversion,I am quiet around strangers.,3.0,3,-0.5,Addition,linear
510,Stacked_L-0.5_Addition,11,neuroticism,I get stressed out easily.,3.0,3,-0.5,Addition,linear
511,Stacked_L-0.5_Addition,12,neuroticism,I am relaxed most of the time.,3.0,3,-0.5,Addition,linear
512,Stacked_L-0.5_Addition,13,neuroticism,I worry about things.,3.0,3,-0.5,Addition,linear
513,Stacked_L-0.5_Addition,14,neuroticism,I seldom feel blue.,3.0,3,-0.5,Addition,linear
514,Stacked_L-0.5_Addition,15,neuroticism,I am easily disturbed.,3.0,3,-0.5,Addition,linear
515,Stacked_L-0.5_Addition,16,neuroticism,I get upset easily.,3.0,3,-0.5,Addition,linear
516,Stacked_L-0.5_Addition,17,neuroticism,I change my mood a lot.,3.0,3,-0.5,Addition,linear
517,Stacked_L-0.5_Addition,18,neuroticism,I have frequent mood swings.,3.0,3,-0.5,Addition,linear
518,Stacked_L-0.5_Addition,19,neuroticism,I get irritated easily.,3.0,3,-0.5,Addition,linear
519,Stacked_L-0.5_Addition,20,neuroticism,I often feel blue.,3.0,3,-0.5,Addition,linear
520,Stacked_L-0.5_Addition,21,agreeableness,I feel little concern for others.,3.0,3,-0.5,Addition,linear
521,Stacked_L-0.5_Addition,22,agreeableness,I am interested in people.,3.0,3,-0.5,Addition,linear
522,Stacked_L-0.5_Addition,23,agreeableness,I insult people.,3.0,3,-0.5,Addition,linear
523,Stacked_L-0.5_Addition,24,agreeableness,I sympathize with others' feelings.,3.0,3,-0.5,Addition,linear
524,Stacked_L-0.5_Addition,25,agreeableness,I am not interested in other people's problems.,3.0,3,-0.5,Addition,linear
525,Stacked_L-0.5_Addition,26,agreeableness,I have a soft heart.,3.0,3,-0.5,Addition,linear
526,Stacked_L-0.5_Addition,27,agreeableness,I am not really interested in others.,3.0,3,-0.5,Addition,linear
527,Stacked_L-0.5_Addition,28,agreeableness,I take time out for others.,3.0,3,-0.5,Addition,linear
528,Stacked_L-0.5_Addition,29,agreeableness,I feel others' emotions.,3.0,3,-0.5,Addition,linear
529,Stacked_L-0.5_Addition,30,agreeableness,I make people feel at ease.,3.0,3,-0.5,Addition,linear
530,Stacked_L-0.5_Addition,31,conscientiousness,I am always prepared.,3.0,3,-0.5,Addition,linear
531,Stacked_L-0.5_Addition,32,conscientiousness,I leave my belongings around.,3.0,3,-0.5,Addition,linear
532,Stacked_L-0.5_Addition,33,conscientiousness,I pay attention to details.,3.0,3,-0.5,Addition,linear
533,Stacked_L-0.5_Addition,34,conscientiousness,I make a mess of things.,3.0,3,-0.5,Addition,linear
534,Stacked_L-0.5_Addition,35,conscientiousness,I get chores done right away.,3.0,3,-0.5,Addition,linear
535,Stacked_L-0.5_Addition,36,conscientiousness,I often forget to put things back in their proper place.,3.0,3,-0.5,Addition,linear
536,Stacked_L-0.5_Addition,37,conscientiousness,I like order.,3.0,3,-0.5,Addition,linear
537,Stacked_L-0.5_Addition,38,conscientiousness,I shirk my duties.,3.0,3,-0.5,Addition,linear
538,Stacked_L-0.5_Addition,39,conscientiousness,I follow a schedule.,3.0,3,-0.5,Addition,linear
539,Stacked_L-0.5_Addition,40,conscientiousness,I am exacting in my work.,3.0,3,-0.5,Addition,linear
540,Stacked_L-0.5_Addition,41,openness,I have a rich vocabulary.,3.0,3,-0.5,Addition,linear
541,Stacked_L-0.5_Addition,42,openness,I have difficulty understanding abstract ideas.,3.0,3,-0.5,Addition,linear
542,Stacked_L-0.5_Addition,43,openness,I have a vivid imagination.,3.0,3,-0.5,Addition,linear
543,Stacked_L-0.5_Addition,44,openness,I am not interested in abstract ideas.,3.0,3,-0.5,Addition,linear
544,Stacked_L-0.5_Addition,45,openness,I have excellent ideas.,3.0,3,-0.5,Addition,linear
545,Stacked_L-0.5_Addition,46,openness,I do not have a good imagination.,3.0,3,-0.5,Addition,linear
546,Stacked_L-0.5_Addition,47,openness,I am quick to understand things.,3.0,3,-0.5,Addition,linear
547,Stacked_L-0.5_Addition,48,openness,I use difficult words.,3.0,3,-0.5,Addition,linear
548,Stacked_L-0.5_Addition,49,openness,I spend time reflecting on things.,3.0,3,-0.5,Addition,linear
549,Stacked_L-0.5_Addition,50,openness,I am full of ideas.,3.0,3,-0.5,Addition,linear
550,Stacked_L-0.5_Normalized,1,extraversion,I am the life of the party.,3.0,3,-0.5,Normalized,linear
551,Stacked_L-0.5_Normalized,2,extraversion,I don't talk a lot.,3.0,3,-0.5,Normalized,linear
552,Stacked_L-0.5_Normalized,3,extraversion,I feel comfortable around people.,3.0,3,-0.5,Normalized,linear
553,Stacked_L-0.5_Normalized,4,extraversion,I keep in the background.,3.0,3,-0.5,Normalized,linear
554,Stacked_L-0.5_Normalized,5,extraversion,I start conversations.,3.0,3,-0.5,Normalized,linear
555,Stacked_L-0.5_Normalized,6,extraversion,I have little to say.,3.0,3,-0.5,Normalized,linear
556,Stacked_L-0.5_Normalized,7,extraversion,I talk to a lot of different people at parties.,3.0,3,-0.5,Normalized,linear
557,Stacked_L-0.5_Normalized,8,extraversion,I don't like to draw attention to myself.,3.0,3,-0.5,Normalized,linear
558,Stacked_L-0.5_Normalized,9,extraversion,I don't mind being the center of attention.,3.0,3,-0.5,Normalized,linear
559,Stacked_L-0.5_Normalized,10,extraversion,I am quiet around strangers.,3.0,3,-0.5,Normalized,linear
560,Stacked_L-0.5_Normalized,11,neuroticism,I get stressed out easily.,3.0,3,-0.5,Normalized,linear
561,Stacked_L-0.5_Normalized,12,neuroticism,I am relaxed most of the time.,3.0,3,-0.5,Normalized,linear
562,Stacked_L-0.5_Normalized,13,neuroticism,I worry about things.,3.0,3,-0.5,Normalized,linear
563,Stacked_L-0.5_Normalized,14,neuroticism,I seldom feel blue.,3.0,3,-0.5,Normalized,linear
564,Stacked_L-0.5_Normalized,15,neuroticism,I am easily disturbed.,3.0,3,-0.5,Normalized,linear
565,Stacked_L-0.5_Normalized,16,neuroticism,I get upset easily.,3.0,3,-0.5,Normalized,linear
566,Stacked_L-0.5_Normalized,17,neuroticism,I change my mood a lot.,3.0,3,-0.5,Normalized,linear
567,Stacked_L-0.5_Normalized,18,neuroticism,I have frequent mood swings.,3.0,3,-0.5,Normalized,linear
568,Stacked_L-0.5_Normalized,19,neuroticism,I get irritated easily.,3.0,3,-0.5,Normalized,linear
569,Stacked_L-0.5_Normalized,20,neuroticism,I often feel blue.,3.0,3,-0.5,Normalized,linear
570,Stacked_L-0.5_Normalized,21,agreeableness,I feel little concern for others.,3.0,3,-0.5,Normalized,linear
571,Stacked_L-0.5_Normalized,22,agreeableness,I am interested in people.,3.0,3,-0.5,Normalized,linear
572,Stacked_L-0.5_Normalized,23,agreeableness,I insult people.,3.0,3,-0.5,Normalized,linear
573,Stacked_L-0.5_Normalized,24,agreeableness,I sympathize with others' feelings.,3.0,3,-0.5,Normalized,linear
574,Stacked_L-0.5_Normalized,25,agreeableness,I am not interested in other people's problems.,3.0,3,-0.5,Normalized,linear
575,Stacked_L-0.5_Normalized,26,agreeableness,I have a soft heart.,3.0,3,-0.5,Normalized,linear
576,Stacked_L-0.5_Normalized,27,agreeableness,I am not really interested in others.,3.0,3,-0.5,Normalized,linear
577,Stacked_L-0.5_Normalized,28,agreeableness,I take time out for others.,3.0,3,-0.5,Normalized,linear
578,Stacked_L-0.5_Normalized,29,agreeableness,I feel others' emotions.,3.0,3,-0.5,Normalized,linear
579,Stacked_L-0.5_Normalized,30,agreeableness,I make people feel at ease.,3.0,3,-0.5,Normalized,linear
580,Stacked_L-0.5_Normalized,31,conscientiousness,I am always prepared.,3.0,3,-0.5,Normalized,linear
581,Stacked_L-0.5_Normalized,32,conscientiousness,I leave my belongings around.,3.0,3,-0.5,Normalized,linear
582,Stacked_L-0.5_Normalized,33,conscientiousness,I pay attention to details.,3.0,3,-0.5,Normalized,linear
